artist,song,genre
Joshua Redman,The Folks Who Live on the Hill,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz saxophone', 'straight-ahead jazz', 'uk contemporary jazz']"
Bob Berg,All The Way,['jazz saxophone']
Joe Lovano,Emperor Jones - Instrumental,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'hard bop', 'italian jazz', 'jazz', 'jazz saxophone']"
Christian Scott,Isadora,"['contemporary jazz', 'experimental jazz', 'indie jazz', 'indie soul', 'jazz', 'jazz trumpet', 'new orleans jazz']"
Lee Morgan,I Remember Clifford,"['bebop', 'big band', 'free jazz', 'hard bop', 'jazz', 'jazz trumpet', 'soul jazz']"
Jacky Terrasson,Sous le Ciel de Paris,"['contemporary jazz', 'german jazz', 'jazz', 'jazz piano', 'modern jazz piano', 'straight-ahead jazz', 'stride', 'vocal jazz']"
Art Pepper,You Go To My Head,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone']"
Branford Marsalis,Gloomy Sunday,"['contemporary post-bop', 'jazz', 'jazz saxophone', 'new orleans jazz']"
Johnny Hodges,I Didn't Know About You,"['bebop', 'big band', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']"
Christian McBride,I Have Dreamed,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz double bass', 'jazz fusion', 'straight-ahead jazz', 'uk contemporary jazz']"
Teddy Wilson,Fools Rush In,"['big band', 'jazz', 'jazz piano', 'stride', 'swing', 'vocal jazz']"
David Halliday,Dreamsville,need_to_add
Xavier Davis,Old Folks,need_to_add
Oscar Peterson Trio,I Got It Bad And That Ain't Good,"['adult standards', 'bebop', 'jazz', 'jazz trio', 'stride', 'vocal jazz']"
Gene Ammons,My Romance,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride']"
Anthony Wonsey Trio,The Peacocks,['jazz trio']
Stan Getz,A Nightingale Sang In Berkeley Square,"['bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz']"
Ray Bryant,A Hundred Dreams from Now,"['bebop', 'hard bop', 'jazz piano', 'stride']"
Duke Ellington,My Little Brown Book,"['adult standards', 'african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
John Mayer,Moving On and Getting Over,"['neo mellow', 'singer-songwriter']"
Bay Ledges,Safe,"['indie poptimism', 'la pop', 'modern rock', 'vapor soul']"
Stalking Gia,Second Nature,need_to_add
Tep No,The Best Crew,"['deep house', 'deep tropical house', 'indie poptimism', 'indie soul', 'new french touch', 'tropical house', 'vapor soul']"
Parcels,Hideout,"['aussietronica', 'indie soul']"
Karina Vismara,No Le Digas Que Hacer,['indie folk argentino']
The Kids Band,Peas Pudding Hot,"[""children's music"", 'kindermusik']"
Raffi,Biscuits in the Oven,"[""canadian children's music"", ""children's folk"", ""children's music""]"
The Hipwaders,Jelly Beans,['kindie rock']
Imagination Movers,My Favorite Snack,"[""children's music"", 'kids dance party', 'kindie rock', ""preschool children's music""]"
Trout Fishing in America,Curse of the Spinach,"[""children's folk"", ""children's music"", 'kindie rock']"
Roger Day,Mosquito Burrito,['kindie rock']
We Kids Rock,C'mon Let's Make A Pizza,"['kindie rock', ""preschool children's music""]"
The Kids Band,Jelly On A Plate,"[""children's music"", 'kindermusik']"
Tumble Tots,Little Green Apple,['nursery']
Trout Fishing in America,Always Chew Your Food,"[""children's folk"", ""children's music"", 'kindie rock']"
Barney,"Icy, Creamy Ice Cream","['cartoon', ""children's music""]"
Edvard Grieg,"Lyric Pieces, Book I Op. 12: I. Arietta","['classical', 'late romantic era', 'norwegian classical']"
Franz Schubert,"String Quartet No. 4 in C Major, D. 46: II. Andante con moto","['classical', 'classical era', 'early romantic era']"
Robert Schumann,"8 Fantasiestücke, Op.12 : 1. Des Abends","['classical', 'early romantic era', 'german romanticism']"
Wilhelm Stenhammar,"String Quartet No. 5 in C Major, Op. 29, ""Serenade"": II. Ballata: Allegretto scherzando","['post-romantic era', 'swedish classical']"
Robert Schumann,"Piano Quartet in E flat, Op.47: 3. Andante cantabile","['classical', 'early romantic era', 'german romanticism']"
Franz Schubert,"Piano Sonata No. 18 in G Major, Op. 78, D. 894: IV. Allegretto","['classical', 'classical era', 'early romantic era']"
Carl Philipp Emanuel Bach,"Trio Sonata in G Major, Wq. 144: I. Adagio","['classical', 'classical era', 'galante era', 'german baroque']"
Camille Saint-Saëns,"Trio No. 2 en Mi Mineur, Op. 92: III. Andante con moto","['classical', 'french romanticism', 'late romantic era']"
Ludwig van Beethoven,"String Quintet in C Major, Op. 29: II. Adagio molto espressivo","['classical', 'classical era', 'early romantic era', 'german romanticism']"
Felix Mendelssohn,Viola Sonata in C Minor: III. Andante con variazioni,"['classical', 'early romantic era', 'german romanticism']"
Wahlstedt,Magic City,"['edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']"
MOTi,Livin' 4 Ya,"['alternative metal', 'metalcore']"
Kaskade,Last Chance,"['edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house', 'vocal house']"
George Acosta,Nite Time - Ruby & Tony Radio Edit,need_to_add
DubVision,Satellites,"['big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
Breathe Carolina,Can't Take It,"['electropowerpop', 'neon pop punk', 'pop punk', 'screamo', 'trancecore']"
Adrian Lux,All Aloud,"['edm', 'progressive electro house']"
IZECOLD,Close,['gaming edm']
Tommy Trash,Cascade - Original Mix,"['aussietronica', 'australian dance', 'edm', 'electro house', 'progressive electro house']"
Dash Berlin,Waiting,"['big room', 'dutch trance', 'edm', 'pop dance', 'progressive house', 'trance', 'uplifting trance']"
David Guetta - Sébastian Ingrosso - Joachim Garraud - Chris Willis - Steve Angello,Everytime We Touch,need_to_add
Madison Mars,Milky Way,"['edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
Galantis,You,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
Chris Lake,La Tromba Risin' (feat. Tasita D'Mour),"['bass house', 'deep groove house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house']"
Adventure Club,Crash 2.0 (Adventure Club vs. DallasK),"['brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap', 'electropop', 'filthstep', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm']"
John Dahlbäck,Raven,"['edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'swedish house', 'tech house']"
R3hab,Icarus - Black Caviar Remix,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']"
Steve Angello,Wasted Love (feat. Dougy),"['disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']"
Marshmello,Summer,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
Flux Pavilion,Catch Me (feat. Naaz),"['bass trap', 'brostep', 'classic dubstep', 'edm', 'electro house', 'electronic trap', 'melodic dubstep', 'pop dance']"
Swedish House Mafia,Save the World - Radio Mix,"['edm', 'pop', 'pop dance', 'progressive electro house']"
Jack Back,"Wild One Two - feat. David Guetta, Nicky Romero & Sia","['edm', 'electro house', 'progressive electro house']"
Kaskade,Fire In Your New Shoes (feat. Martina of Dragonette) - Sultan & Ned Shepard Electric Daisy Remix,"['edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house', 'vocal house']"
Sebastian Ingrosso,Calling (Lose My Mind) - Radio Edit,"['dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']"
Porter Robinson,Language,"['complextro', 'edm', 'future bass', 'melodic dubstep', 'progressive electro house']"
deadmau5,Strobe - Radio Edit,"['canadian electronic', 'edm', 'electro house', 'pop dance', 'progressive house']"
Tim Berg,Seek Bromance (Avicii Vocal Edit) - Avicii Vocal Edit,"['edm', 'pop dance', 'progressive electro house']"
Martin Garrix,Poison,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']"
Afrojack,Take Over Control - Radio Edit,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop rap', 'progressive house', 'tropical house']"
Adrian Lux,Teenage Crime - Axwell & Henrik B Remode,"['edm', 'progressive electro house']"
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) [Remix],"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
MOTi,Turn Me Up - ViP Mix,"['alternative metal', 'metalcore']"
Martin Garrix,Together,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']"
W&W,Whatcha Need,"['big room', 'dutch trance', 'edm', 'electro house', 'pop dance']"
Avicii,Levels - Radio Edit,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
Alan Walker,Faded,['electro house']
Kaskade,Move for Me,"['edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house', 'vocal house']"
Afrojack,Turn up the Speakers - Radio Edit,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop rap', 'progressive house', 'tropical house']"
Above & Beyond,Counting Down The Days - Yotto Edit,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
Michael Brun,Summer Dreams,"['progressive electro house', 'raboday']"
Chris Lake Feat. Laura V,Changes - Dirty South Remix,need_to_add
Alesso,Heroes (we could be),"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
R3hab,Everything,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']"
Major Lazer,Lean On (feat. MØ & DJ Snake),"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
SOVI,Starlight - Radio Mix,"['dark post-punk', 'italian post punk', 'italogaze']"
Dirty South,City Of Dreams - Radio Edit,"['australian dance', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']"
Tim Mason,Chords Of Life - Original Mix,"['progressive electro house', 'progressive house', 'progressive trance']"
Tritonal,Blackout - Madison Mars Radio Mix,"['edm', 'electro house', 'melodic dubstep', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']"
Friction,Freak,"['dancefloor dnb', 'drum and bass', 'uk dnb']"
Daydreamer,Skyscrapers,['future bass']
Tiësto,Chemicals - Radio Edit,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
Hardwell,Run Wild - Alternative Edit Mix Cut,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']"
Pegboard Nerds,Blackout,"['brostep', 'danish electronic', 'edm', 'electro house', 'gaming edm', 'glitch', 'speedrun']"
Afrojack,Rock The House - Radio Edit,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop rap', 'progressive house', 'tropical house']"
CID,Sweet Memories,"['bass house', 'deep groove house', 'edm', 'electro house', 'house', 'pop dance', 'progressive house']"
Pierce Fulton,Borrowed Lives (feat. NVDES),"['complextro', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']"
Gareth Emery,Concrete Angel (Radio Edit) (feat. Christina Novelli),"['edm', 'pop dance', 'progressive electro house', 'progressive house', 'trance', 'uplifting trance']"
Mark Knight,Yebisah,"['deep groove house', 'deep house', 'disco house', 'edm', 'electro house', 'funky tech house', 'house', 'progressive house', 'tech house', 'uk house', 'vocal house']"
Suyano,Otherside,"['progressive electro house', 'sky room']"
Cosmic Gate,Falling Back - Radio Edit,"['edm', 'german techno', 'german trance', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
Owl City,Fireflies,"['indietronica', 'modern rock', 'pop rock']"
Owl City,Good Time,"['indietronica', 'modern rock', 'pop rock']"
Owl City,When Can I See You Again?,"['indietronica', 'modern rock', 'pop rock']"
Owl City,Verge,"['indietronica', 'modern rock', 'pop rock']"
Owl City,Vanilla Twilight,"['indietronica', 'modern rock', 'pop rock']"
Usher,You Make Me Wanna...,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
Total,Can't You See,"['contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Robin Thicke,Lost Without U,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Eminem,'Till I Collapse,"['detroit hip hop', 'hip hop', 'rap']"
Lil Dicky,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),"['comedy rap', 'pop rap', 'rap']"
G-Eazy,Calm Down,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']"
Fort Minor,Remember The Name (feat. Styles Of Beyond),"['pop rap', 'rap rock']"
Bassnectar,Mind Tricks,"['bass music', 'breakbeat', 'brostep', 'edm', 'electro house', 'electronic trap', 'glitch hop']"
Papa Roach,Help,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
Bring Me The Horizon,Follow You,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']"
AFI,Snow Cats,"['pop punk', 'punk', 'rock', 'screamo', 'skate punk']"
A Day To Remember,Paranoia,"['metalcore', 'pop punk']"
Beartooth,Hated,['metalcore']
Baroness,Shock Me,"['alternative metal', 'post-doom metal', 'progressive sludge', 'sludge metal']"
Volbeat,The Devil's Bleeding Crown,"['alternative metal', 'danish metal', 'danish rock', 'nu metal']"
Four Year Strong,Go Down in History,"['anthem emo', 'easycore', 'emo', 'new england emo', 'pop punk', 'screamo', 'worcester ma indie']"
Neck Deep,Serpents,"['pop punk', 'rock', 'uk pop punk']"
Thrice,Black Honey,"['post-hardcore', 'screamo']"
System Of A Down,Chop Suey!,"['alternative metal', 'nu metal', 'rap metal', 'rock']"
Young the Giant,Something To Believe In,"['modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']"
Puddle Of Mudd,She Hates Me,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'post-grunge', 'rap rock', 'rock']"
Panic! At The Disco,Don't Threaten Me With A Good Time,['modern rock']
Kings of Leon,Sex on Fire,"['modern rock', 'rock']"
Maroon 5,Cold,['pop']
Kygo,It Ain't Me (with Selena Gomez),"['edm', 'pop', 'pop dance', 'tropical house']"
Sam Tsui feat. Kina Grannis,Bring Me the Night,need_to_add
David Archuleta,Crush,"['dance pop', 'idol', 'lds youth', 'neo mellow', 'post-teen pop', 'viral pop']"
Victorious Cast,Song 2 You,"['dance pop', 'post-teen pop', 'viral pop']"
Victorious Cast feat. Victoria Justice and Ariana Grande,L.A. Boyz,need_to_add
Victorious Cast,Faster than Boyz,"['dance pop', 'post-teen pop', 'viral pop']"
Victorious Cast,Bad Boys,"['dance pop', 'post-teen pop', 'viral pop']"
JoJo,"Too Little, Too Late","['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'uk pop', 'urban contemporary']"
Kina Grannis,Fast Car (feat. Kina Grannis),"['acoustic pop', 'neo mellow', 'viral pop']"
Kina Grannis,In Your Arms,"['acoustic pop', 'neo mellow', 'viral pop']"
Kina Grannis,Valentine,"['acoustic pop', 'neo mellow', 'viral pop']"
Kina Grannis,The One You Say Goodnight To,"['acoustic pop', 'neo mellow', 'viral pop']"
Kina Grannis,Gone,"['acoustic pop', 'neo mellow', 'viral pop']"
Kina Grannis,Strong Enough,"['acoustic pop', 'neo mellow', 'viral pop']"
Kina Grannis,Without Me,"['acoustic pop', 'neo mellow', 'viral pop']"
Sammy Adams,L.A. Story,"['indie pop rap', 'pop rap']"
Anna Margaret,Something About the Sunshine,['post-teen pop']
Big Time Rush,Like Nobody's Around,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Big Time Rush,Amazing,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Big Time Rush,Boyfriend,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Big Time Rush,Worldwide,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Big Time Rush,Big Time Rush,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
MIKA,Popular Song,"['dance pop', 'europop', 'pop']"
How To Rock Cast,All About Tonight - featuring Cymphonique Miller,need_to_add
Big Time Rush,Count On You,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Big Time Rush,I Know You Know,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Blaque,Bring It All to Me,"['contemporary r&b', 'girl group', 'hip pop', 'r&b', 'urban contemporary']"
Next,Too Close,"['boy band', 'contemporary r&b', 'hip hop', 'hip pop', 'minneapolis sound', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
SWV,I'm So Into You,"['contemporary r&b', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
En Vogue,Don't Let Go (Love),"['contemporary r&b', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Soul For Real,Candy Rain,"['boy band', 'contemporary r&b', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Next,Wifey,"['boy band', 'contemporary r&b', 'hip hop', 'hip pop', 'minneapolis sound', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Boyz II Men,On Bended Knee,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']"
Montell Jordan,Get It On Tonite,"['contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']"
Boyz II Men,End Of The Road,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']"
Boyz II Men,I'll Make Love To You,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']"
Boyz II Men,Water Runs Dry,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']"
Boyz II Men,A Song For Mama,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']"
Janet Jackson,Together Again,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']"
Janet Jackson,Someone To Call My Lover,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']"
Janet Jackson,Escapade,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']"
*NSYNC,Bye Bye Bye,"['boy band', 'dance pop', 'post-teen pop']"
*NSYNC,This I Promise You - Radio Edit,"['boy band', 'dance pop', 'post-teen pop']"
*NSYNC,It's Gonna Be Me,"['boy band', 'dance pop', 'post-teen pop']"
*NSYNC,God Must Have Spent a Little More Time on You - Remix,"['boy band', 'dance pop', 'post-teen pop']"
*NSYNC,I Want You Back - Radio Edit,"['boy band', 'dance pop', 'post-teen pop']"
*NSYNC,Pop - Radio Version,"['boy band', 'dance pop', 'post-teen pop']"
*NSYNC,Tearin' up My Heart - Radio Edit,"['boy band', 'dance pop', 'post-teen pop']"
Backstreet Boys,As Long as You Love Me,"['boy band', 'dance pop']"
Backstreet Boys,Quit Playing Games (With My Heart),"['boy band', 'dance pop']"
Backstreet Boys,I'll Never Break Your Heart,"['boy band', 'dance pop']"
Backstreet Boys,All I Have to Give,"['boy band', 'dance pop']"
Backstreet Boys,The Call,"['boy band', 'dance pop']"
Backstreet Boys,I Want It That Way,"['boy band', 'dance pop']"
Backstreet Boys,Show Me the Meaning of Being Lonely,"['boy band', 'dance pop']"
Backstreet Boys,Shape of My Heart,"['boy band', 'dance pop']"
Diddy,I'll Be Missing You (feat. 112),"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']"
Diddy,I Need A Girl (Part One) (feat. Usher & Loon),"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']"
Jagged Edge,Where the Party At,"['atl hip hop', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']"
Joe,I Wanna Know,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']"
Ne-Yo,Stay,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
Ne-Yo,So Sick,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
Ne-Yo,When You're Mad,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
Ne-Yo,Sexy Love,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
K-Ci & JoJo,All My Life,"['contemporary r&b', 'dance pop', 'hip pop', 'quiet storm', 'r&b', 'urban contemporary']"
Blackstreet,Take Me There - Remix,"['boy band', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'rap', 'urban contemporary']"
Hanson,MMMBop,"['boy band', 'dance pop', 'neo mellow', 'pop rock']"
Mýa,Case Of The Ex (Whatcha Gonna Do),"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']"
Mýa,My Love Is Like...Wo - Main Mix/Album Version,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']"
Monica,Angel of Mine - Radio Mix,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']"
Monica,For You I Will,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']"
Wyclef Jean,Two Wrongs,['rap kreyol']
Wyclef Jean,Take Me As I Am,['rap kreyol']
Wyclef Jean,Sweetest Girl (Dollar Bill),['rap kreyol']
Usher,Slow Jam,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
Alanis Morissette,Ironic - 2015 Remastered,"['canadian pop', 'canadian singer-songwriter', 'lilith', 'pop rock', 'singer-songwriter']"
Usher,U Got It Bad,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
Usher,My Boo,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
Craig David,Don't Love You No More (I'm Sorry),"['british soul', 'dance pop', 'pop rap', 'r&b', 'urban contemporary']"
Mario,Let Me Love You,"['contemporary r&b', 'dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
Mario,Just a Friend 2002 - Radio Edit,"['contemporary r&b', 'dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
Destiny's Child,Say My Name,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
Destiny's Child,"Jumpin', Jumpin'","['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
Destiny's Child,"Independent Women, Pt. I","['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
Destiny's Child,"Bills, Bills, Bills","['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
3LW,No More (Baby I'ma Do Right),"['contemporary r&b', 'girl group', 'hip pop', 'r&b', 'urban contemporary']"
Jon McLaughlin,Summer Is Over feat. Sara Bareilles,"['acoustic pop', 'indiecoustica', 'indy indie', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']"
Jon McLaughlin,Beautiful Disaster,"['acoustic pop', 'indiecoustica', 'indy indie', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']"
Jon McLaughlin,Human,"['acoustic pop', 'indiecoustica', 'indy indie', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']"
Jon McLaughlin,So Close,"['acoustic pop', 'indiecoustica', 'indy indie', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']"
Gavin DeGraw,In Love With a Girl,"['acoustic pop', 'dance pop', 'neo mellow', 'pop', 'pop rock']"
Anuhea,Simple Love Song,['jawaiian']
Ariana Grande,Honeymoon Avenue,"['dance pop', 'pop']"
Ariana Grande,Tattooed Heart,"['dance pop', 'pop']"
Nathan Sykes,Almost Is Never Enough,"['post-teen pop', 'uk pop']"
Rags Cast,Perfect Harmony,['post-teen pop']
Charice,Pyramid (feat. Iyaz),"['dance pop', 'opm', 'post-teen pop', 'viral pop']"
Jason Chen,Best Friend,"['channel pop', 'opm', 'post-teen pop', 'viral pop']"
Nathan Sykes,Over And Over Again,"['post-teen pop', 'uk pop']"
Natasha Bedingfield,Put Your Arms Around Me,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
Shakira,Try Everything,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']"
Hailee Steinfeld,Starving,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
Bea Miller,I Dare You,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'post-teen pop', 'talent show']"
Bea Miller,Force of Nature,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'post-teen pop', 'talent show']"
Bea Miller,Perfect Picture,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'post-teen pop', 'talent show']"
Skye Sweetnam,Tangled Up In Me,['post-teen pop']
Liz Phair,Why Can't I?,"['alternative pop', 'alternative rock', 'anti-folk', 'candy pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock']"
P!nk,God Is a DJ,"['dance pop', 'pop']"
JoJo,Save My Soul,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'uk pop', 'urban contemporary']"
JoJo,Mad Love.,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'uk pop', 'urban contemporary']"
JoJo,Secret Love,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'uk pop', 'urban contemporary']"
Tori Kelly,Dear No One,"['dance pop', 'pop']"
Tori Kelly,First Heartbreak,"['dance pop', 'pop']"
India.Arie,Video,"['high vibe', 'neo soul', 'r&b', 'urban contemporary']"
Ariana Grande,"Beauty and the Beast - From ""Beauty and the Beast""","['dance pop', 'pop']"
Tevin Campbell,I2I,"['contemporary r&b', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Big Time Rush,Confetti Falling,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Des'ree,You Gotta Be,"['europop', 'new wave pop', 'pop rock']"
Sabrina Carpenter,Can't Blame a Girl for Trying,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']"
Sabrina Carpenter,Eyes Wide Open,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']"
Sofia Carson,"Wildside - From ""Adventures in Babysitting""","['dance pop', 'pop', 'post-teen pop']"
High School Musical Cast,Can I Have This Dance,"['dance pop', 'post-teen pop']"
Wilson Phillips,Hold On,"['girl group', 'mellow gold', 'new wave pop', 'soft rock']"
Bea Miller,Be My Baby,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'post-teen pop', 'talent show']"
Boyce Avenue,Photograph (feat. Bea Miller),"['acoustic cover', 'neo mellow', 'pop', 'viral pop']"
Boyce Avenue,Closer (feat. Sarah Hyland),"['acoustic cover', 'neo mellow', 'pop', 'viral pop']"
